# 2026-06-04 07:10:30
# dc5e08b22a0185662883d449bcd8c8ba
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m; friction
0.000000000000000000e+00;5.769516881890544013e+00;3.109351440559076707e+01;-2.709119161211327675e+00;3.237698072911200931e-01;5.098481777980469865e+00;7.247773160006123483e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
3.758639133036176805e-01;5.438307027032950991e+00;3.091582446955295538e+01;-2.594773499238295145e+00;2.624267436369327466e-01;5.151635829222622753e+00;7.795488901281297789e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
7.481061752382219820e-01;5.129122331630015630e+00;3.070853451393815803e+01;-2.511881745505284869e+00;1.858396708162068645e-01;5.207659147950264078e+00;8.997913083260428158e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.118048227603634759e+00;4.836777573197965197e+00;3.048183721725017392e+01;-2.456469873208556809e+00;1.170410119105667474e-01;5.271191050212035378e+00;2.467344301274763563e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.485538931253890471e+00;4.556356419613295294e+00;3.024432217795454747e+01;-2.424687973538914854e+00;7.470748612986656545e-02;5.440487779113310829e+00;3.961520251140010718e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.851218744555537254e+00;4.283893830031424876e+00;3.000042493907171703e+01;-2.395955810167890832e+00;9.762472379334849459e-02;5.700544118444872410e+00;3.584520271109139511e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
2.216556993916234841e+00;4.020552433537426751e+00;2.974719906097366362e+01;-2.353176930687674417e+00;1.364673619189840093e-01;5.925818759262412527e+00;9.659191801611742845e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
2.583117760454569201e+00;3.769343819092661807e+00;2.948025144889610161e+01;-2.296210803723763405e+00;1.735918968296192300e-01;5.985270596874817883e+00;7.907522989844669725e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
2.952462300487557645e+00;3.533915417774192935e+00;2.919566603622565282e+01;-2.225512047446077890e+00;2.139256612861338003e-01;6.033869753823919879e+00;6.355402028541191628e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
3.326346244326509716e+00;3.319230465223525606e+00;2.888956217377225855e+01;-2.135459456212487783e+00;2.785899061705984225e-01;6.073122817886506652e+00;5.176825339732694653e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
3.706476027329290712e+00;3.134805213659009659e+00;2.855716786198111734e+01;-2.012953469956949792e+00;3.377444384311341086e-01;6.105439694218666169e+00;6.454211040645028152e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
4.095173587196144105e+00;2.991848196516515124e+00;2.819571373723474395e+01;-1.887365368539796195e+00;2.708835636192706842e-01;6.146392525393558515e+00;8.951942189866254340e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
4.493254836223521842e+00;2.885662656214366351e+00;2.781205593155637956e+01;-1.803331236502230928e+00;1.645373264947380398e-01;6.204100349111575596e+00;1.119278236192408071e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
4.898781487924481759e+00;2.803552062675166212e+00;2.741492910588423726e+01;-1.747241468515547735e+00;1.282377420947172775e-01;6.276834827581183163e+00;1.103678062616876732e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
5.309176384666332460e+00;2.741587759696261006e+00;2.700923908083051117e+01;-1.699110011430996714e+00;1.051059732789442897e-01;6.348585916708058718e+00;7.454975363816284117e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
5.722085957414881463e+00;2.696958585327963398e+00;2.659874845723163617e+01;-1.660809507970330889e+00;8.018879241449648754e-02;6.396889031419004112e+00;2.685582382430716786e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
6.137524340904731979e+00;2.665795714088903257e+00;2.618448051744773508e+01;-1.632670408008574991e+00;5.591803066098877117e-02;6.414306515986426760e+00;3.858569532974994054e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
6.556893565579826166e+00;2.644106554328583325e+00;2.576567253405501035e+01;-1.613896098945248436e+00;3.674893568383399284e-02;6.661805964438116234e+00;3.837914892399293176e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
6.981677305612501883e+00;2.628719752696715428e+00;2.534116756101972356e+01;-1.600683500698969475e+00;2.710547856993787696e-02;6.902189970702357513e+00;3.819355039148359499e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
7.413873545421200362e+00;2.618081838985387044e+00;2.490910225982481307e+01;-1.590775256860328835e+00;1.848332534492348744e-02;7.137341813623113040e+00;3.802452122859500516e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
7.857122583669518434e+00;2.610757254529084914e+00;2.446591374421254983e+01;-1.584522840510342867e+00;9.572491509353943384e-03;7.369702480926782151e+00;3.786897423532684215e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
8.312308578568421424e+00;2.605192571818035763e+00;2.401076176491505265e+01;-1.582219994214653536e+00;4.360799023299298744e-04;7.599999999999999645e+00;-3.580312732022126188e-01;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
8.774744430584149768e+00;2.599631775605319550e+00;2.354835934842591527e+01;-1.584129725944048772e+00;-8.471352629810665127e-03;7.578183621835572481e+00;-5.054945501798691510e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
9.241802763162720424e+00;2.592176748351603610e+00;2.308136051695015922e+01;-1.590001827111812149e+00;-1.653369560054182563e-02;7.259955796805213524e+00;-5.085413679125495356e+00;1.000000000000000000e+00;1.000000000000000000e+00;1.000000000000000000e+00
9.712620490202789725e+00;2.581012052231959064e+00;2.261067518506086671e+01;-1.599644553726125240e+00;-2.450530340340092289e-02;6.922308311007025594e+00;1.818762766484137705e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.018617214563001028e+01;2.564305429615316712e+00;2.213741832127693243e+01;-1.613167554230475309e+00;-3.257748915517301447e-02;7.045630460819872098e+00;9.596819805857413899e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.066142569226993331e+01;2.540200588974710794e+00;2.166277646655748512e+01;-1.630529825282427847e+00;-4.068317037427157667e-02;7.110069839338601483e+00;7.688405709454619597e-02;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.113781185777412652e+01;2.506833312928894220e+00;2.118756030145672753e+01;-1.651970615409738441e+00;-4.915537649474201187e-02;7.115219330601678216e+00;-9.089534603833483439e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.161521468338186480e+01;2.462241024672175982e+00;2.071224463189987119e+01;-1.677270389680518337e+00;-5.400808269899067676e-02;7.053968544153136122e+00;-1.486215551826241432e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.209313711833747362e+01;2.405340707685305279e+00;2.023772149467609793e+01;-1.702592228022423049e+00;-4.961069841543630510e-02;6.952544908960065939e+00;-1.983289430922430041e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.257065419317521915e+01;2.337268742799776255e+00;1.976508128864383451e+01;-1.724377090636941556e+00;-4.156125376644434488e-02;6.814966733292624035e+00;-2.364392281963318077e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.304738738499351669e+01;2.259965314059693142e+00;1.929465731382294180e+01;-1.742392792004122226e+00;-3.410226587371722323e-02;6.647511039276527534e+00;-1.532586813035982987e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.352335504339485084e+01;2.175166861769916249e+00;1.882630441873921612e+01;-1.756820748295561563e+00;-2.651469828705836987e-02;6.536855475219587319e+00;4.758719141100176686e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.399856592341551398e+01;2.084613496530210330e+00;1.835980096909090165e+01;-1.767635090344716886e+00;-1.904228890108301819e-02;6.571358955807465207e+00;-6.685358538232037962e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.447295164953056812e+01;1.990010656480574402e+00;1.789494387298904599e+01;-1.774906623204321132e+00;-1.159406061237273043e-02;6.522918885987410320e+00;7.984913869142712395e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.494625084124545467e+01;1.893077965787203665e+00;1.743167701862440566e+01;-1.778612238460220762e+00;-3.943593626281643311e-03;6.580601906300584503e+00;-1.047534374001206414e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
1.541819925003544789e+01;1.795561097333420619e+00;1.696991326850279336e+01;-1.778598482494218036e+00;4.041932268241855628e-03;6.505040898202063104e+00;-1.673778631294738917e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.500000000000000444e-01
