# 2026-06-02 06:03:24
# 6e95cd2fbcbc79643185d62cab30b382
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m; friction
0.000000000000000000e+00;-1.676858443255436981e+00;1.027745820206229510e+01;-1.741514055461980126e+00;-8.454054587321442604e-02;6.079260295871558917e+00;1.781673908740956547e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
4.144708257803163542e-01;-1.752668438317558586e+00;9.869979478603390532e+00;-1.790388423788283223e+00;-5.908247006045129479e-02;6.199541068290020718e+00;3.554724722454603913e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
8.698240833280201922e-01;-1.847430932145211369e+00;9.424595757613422720e+00;-1.816651683412583873e+00;-1.510933806711676868e-02;6.455355948476016792e+00;4.642223413064452409e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
1.267600868429916705e+00;-1.932717176590098340e+00;9.036069532920047109e+00;-1.819024057558402907e+00;7.143179935073809550e-02;6.735336504694606319e+00;1.249172728700649326e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
1.730387359307723472e+00;-2.018003421034985312e+00;8.581209562547316594e+00;-1.812205600243419701e+00;-2.180195498508527216e-02;6.820627416792608422e+00;1.712462281897339400e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
2.204935550948418754e+00;-2.110218403093221617e+00;8.115707271174381177e+00;-1.800479150290185570e+00;-9.536322395028110077e-02;6.938749895835529813e+00;-6.246498180031725411e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
2.639902822932246096e+00;-2.213161853565476456e+00;7.693097316604071700e+00;-1.783688859847019303e+00;1.041687690241235309e-01;6.535457564036116551e+00;-4.343494715188729316e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
3.092563565218054755e+00;-2.299851075015796997e+00;7.248815056671181090e+00;-1.762397675157259425e+00;5.224645325189877787e-02;6.227354694212724695e+00;-9.566293423585052469e-02;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
3.543274575215320965e+00;-2.375704143784826528e+00;6.804532796738290479e+00;-1.738204973014222610e+00;-1.910366310141979607e-02;6.220427140648443931e+00;-1.504921696798645903e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
3.921852039347694330e+00;-2.442371393311968397e+00;6.431871591097853447e+00;-1.711736422690346426e+00;-6.746810634125658020e-03;6.211261379476588296e+00;-2.322221612325909845e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
4.382494165252118989e+00;-2.524773561857752924e+00;5.978659664096037218e+00;-1.683793513090753757e+00;1.615651324802019340e-01;6.036583613562508610e+00;-2.382642337005661748e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
4.747397168586361182e+00;-2.565974646130645631e+00;5.616090122494584058e+00;-1.655061272751664925e+00;1.882062159410292645e-01;5.890795789555264506e+00;-1.661517372660979541e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
5.176205259320173724e+00;-2.582455079839802714e+00;5.187598846056503454e+00;-1.611602488042455539e+00;4.332369440424771456e-02;5.768581355035083291e+00;-2.515438510547347128e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
5.580059960286709142e+00;-2.590695296694380811e+00;4.783828220182159363e+00;-1.532093408418948588e+00;2.305658940631539477e-01;5.589703705448508586e+00;-2.164999842546507569e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
5.943471274174132013e+00;-2.565974646130645631e+00;4.421258678580705315e+00;-1.412800445699581076e+00;4.582180268371346954e-01;5.447129210879158911e+00;-6.043194274274918953e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
6.351174687807196406e+00;-2.467092043875703578e+00;4.025728269560937989e+00;-1.262156293394322670e+00;5.759525247327366149e-01;5.401708105131104887e+00;-1.483624347450751113e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
6.701262703494558437e+00;-2.310527923638713066e+00;3.712600029086956521e+00;-1.144044568018973251e+00;1.290326307456771404e-01;5.304682105969225070e+00;-1.202727139478140472e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
