# 2026-06-22 09:39:24
# 2d93c4408c241c1e1a914b9674d2aa31
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m; friction
0.000000000000000000e+00;-1.524889010089145458e+01;7.808074462826144924e+00;5.505083644503619977e-01;-7.252683205965125834e-01;3.188944740608110617e+00;1.074281966195800520e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.767899485416654370e-01;-1.509268310365498600e+01;7.890863712851317935e+00;4.284563379877810996e-01;-6.184811677403632135e-01;3.247955213006811004e+00;1.037090216559236167e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
3.538691460751589579e-01;-1.492809644458002971e+01;7.956195740629813606e+00;3.313348905100798047e-01;-4.841394090591130683e-01;3.304013812370404146e+00;4.884005210731227065e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
5.316287073584285983e-01;-1.475785881443764325e+01;8.007358333518803661e+00;2.552757312639923892e-01;-3.850846199111866985e-01;3.330186630963401395e+00;-1.504780208332989928e-02;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
7.109863335020765174e-01;-1.458294932161111745e+01;8.047055025762013258e+00;1.935463305345836438e-01;-3.030087402188688661e-01;3.329376085834503396e+00;5.177228119501899734e-02;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
8.925567813401720230e-01;-1.440394995293958047e+01;8.077502579741237199e+00;1.451576878480884125e-01;-2.600175878785375150e-01;3.332198336457635968e+00;2.689741591804570287e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.077725231178780607e+00;-1.422013095943685812e+01;8.099816979649803628e+00;9.560604451539991833e-02;-2.815575898673809419e-01;3.347111711564944692e+00;5.551195121315537495e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.266718311245506712e+00;-1.403157623301108536e+01;8.112681638821733543e+00;3.973371228661241178e-02;-3.054436659198458970e-01;3.378310865284746889e+00;9.182258515174160918e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.459674420437904185e+00;-1.383862935528708427e+01;8.114569084510444341e+00;-2.013678115378627828e-02;-3.097081640662312507e-01;3.430355503127675565e+00;1.192173408645241794e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.656538739743059985e+00;-1.364201692994997295e+01;8.104613462051695194e+00;-8.101539991497447302e-02;-3.112264729073708214e-01;3.498104013749681940e+00;1.294927563149046668e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.858219967528973449e+00;-1.344161337252900346e+01;8.081947809308971387e+00;-1.455785546481447590e-01;-3.469956348226387877e-01;3.571982202177255594e+00;1.424518944621503636e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
2.065480036022111499e+00;-1.323783626327454854e+01;8.044110978896286568e+00;-2.238462013065859180e-01;-4.107772109676771644e-01;3.653703414446105135e+00;1.590469608579617944e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
2.280062093337018592e+00;-1.303104295258445688e+01;7.986822358950181666e+00;-3.175232134051597099e-01;-3.967685953608555138e-01;3.745947293028403902e+00;1.793519071258754760e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
2.500086712486918383e+00;-1.282485269743565937e+01;7.910034262778103731e+00;-3.890039571366110671e-01;-2.361412884442992133e-01;3.849851662509921280e+00;1.873221517899322341e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
2.723894315453523340e+00;-1.261949704970798081e+01;7.821046055177303558e+00;-4.222657769747281686e-01;-7.534227025425346835e-02;3.957251604184832683e+00;2.053660990944420561e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
2.950045492494254518e+00;-1.241354498648444427e+01;7.727621740725034272e+00;-4.267344124038284225e-01;1.629487666426221795e-02;4.072924742677288990e+00;2.360176855999060574e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
3.177484310798990741e+00;-1.220607448068840029e+01;7.634431584074299337e+00;-4.148612195256764501e-01;8.479057123027697318e-02;4.202654831145437697e+00;2.814853275616327366e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
3.406518715348344273e+00;-1.199537158603417808e+01;7.544648241233833375e+00;-3.903678906324328235e-01;1.029805969785831804e-01;4.353355500932499567e+00;3.232321731298423373e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
3.637676717555811123e+00;-1.178062773210369052e+01;7.459096507273446974e+00;-3.686197943453491388e-01;8.450343794784070939e-02;4.521731768393244977e+00;2.754288199103542389e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
3.871362105207782012e+00;-1.156187926686516754e+01;7.376889637987220638e+00;-3.506528935325745611e-01;8.463510331235359063e-02;4.661902186481632349e+00;1.825298600436801921e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
4.108418424078459807e+00;-1.133835821255965115e+01;7.297933722447806915e+00;-3.269670462458768578e-01;1.190628323248028725e-01;4.753812063012264666e+00;1.053275044979803843e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
4.350449782718246894e+00;-1.110794008805230959e+01;7.223861686809920357e+00;-2.935468269777490868e-01;1.527578047339778200e-01;4.807138474264768924e+00;4.136276163773975889e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
4.598043973020264907e+00;-1.086955762904373479e+01;7.156953643135508081e+00;-2.534617488063758972e-01;1.650882170065926247e-01;4.828395582414891862e+00;1.065347118729669945e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
4.849038387404625894e+00;-1.062531524501989999e+01;7.099127577226593822e+00;-2.112109103204549421e-01;1.708136971527369208e-01;4.833930402428231687e+00;3.749832160881041987e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
5.100863787888743062e+00;-1.037799924742860647e+01;7.051684667699359643e+00;-1.682202243346771209e-01;1.638949703873338049e-01;4.853425978899069015e+00;6.972851007558382719e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
5.352745263664917097e+00;-1.012888057406230224e+01;7.014480307479139753e+00;-1.289703158813200190e-01;1.475533024667097515e-01;4.889479536012255600e+00;9.733710292873054559e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
5.604948037551871209e+00;-9.878231478360390838e+00;6.986529100347995680e+00;-9.393257255828041385e-02;1.266595952831871819e-01;4.939431534123895240e+00;1.292054642980922319e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
5.856649546417038721e+00;-9.627317837631277797e+00;6.966629490777366485e+00;-6.561419506101923149e-02;9.754080902793209329e-02;5.004838467587802597e+00;2.024514693748661998e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
6.106906588576535455e+00;-9.377434572875316121e+00;6.952956848555681191e+00;-4.495250376893829974e-02;6.727059976971899724e-02;5.105066718935080239e+00;3.275926767263947603e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
6.355572645969813195e+00;-9.128946898794080056e+00;6.943539634041061781e+00;-3.216874961604891670e-02;3.503177743098383895e-02;5.262217193524783454e+00;3.941784407517374689e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
6.602850258030899866e+00;-8.881774648576902464e+00;6.936321867820804066e+00;-2.756564325170992452e-02;2.139198697409834451e-03;5.444296085163709442e+00;2.579791378795658563e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
6.848674914443163786e+00;-8.636050984659537022e+00;6.929276110854143411e+00;-3.122907422990029574e-02;-3.318338204720414769e-02;5.559560461182558200e+00;7.976022650589398300e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
7.093134843078265916e+00;-8.391756568897575264e+00;6.920281938529745602e+00;-4.388417079286686256e-02;-7.025799866110719882e-02;5.594521973067531739e+00;-2.528208411939048949e-03;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
7.336221030338903937e+00;-8.149023765031882860e+00;6.907179253140358632e+00;-6.547571270891901218e-02;-1.076637640719436129e-01;5.594412119432077724e+00;4.128080760155061757e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
7.577898020766268949e+00;-7.908120191955821277e+00;6.887859931692252857e+00;-9.611843317271830112e-02;-1.459294863398670483e-01;5.612216976286607206e+00;-1.109276659456607528e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
7.818135751772247843e+00;-7.669474485802286523e+00;6.860248442536795999e+00;-1.357889319192732980e-01;-1.823724243661498101e-01;5.607466573005535082e+00;-1.323059880130178945e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
8.056947367560695739e+00;-7.433670480047582352e+00;6.822466718045655298e+00;-1.829922235656052942e-01;-2.106729851063636749e-01;5.550833922200962611e+00;-1.962776158212905520e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
8.294358951688570514e+00;-7.201427389167241344e+00;6.773197995549001149e+00;-2.361441033545748358e-01;-2.360969489405563559e-01;5.466240539697958312e+00;-1.705325712398350069e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
8.530389849880391395e+00;-6.973632038978379910e+00;6.711392952602879269e+00;-2.940973586897858705e-01;-2.476465474572767667e-01;5.392102235550012779e+00;-1.366558690060746040e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
8.765129121587218464e+00;-6.751049674470325002e+00;6.636830115401933128e+00;-3.524493106871143255e-01;-2.494880225486715286e-01;5.332278737587191841e+00;-8.320225436687447296e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
8.999015107861584539e+00;-6.533996453061014620e+00;6.549706331901824718e+00;-4.109369374540576825e-01;-2.461978558402914685e-01;5.295658571780049506e+00;-2.650898659208363872e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
9.232845822403087155e+00;-6.322367123439820880e+00;6.450258707963019589e+00;-4.670977728940357565e-01;-2.332556403704325876e-01;5.283940518527394659e+00;1.090458431488995072e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
9.467432383774779581e+00;-6.115818935345230578e+00;6.339044047189197784e+00;-5.202422891024067741e-01;-2.176353935915395776e-01;5.288779517250450368e+00;3.568384120316988040e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
9.703622788378167385e+00;-5.913865955865978741e+00;6.216565880538301059e+00;-5.689200727694360138e-01;-1.912131782150956472e-01;5.304691546161708793e+00;4.766649345557354422e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
9.941714623448167032e+00;-5.716093445751596391e+00;6.083999835979158277e+00;-6.109254847840008829e-01;-1.614017324776556850e-01;5.326042851675462764e+00;3.461132566064714644e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.018150187357101721e+01;-5.522208638051756324e+00;5.942909061423645944e+00;-6.459003012215948081e-01;-1.284836963707225166e-01;5.341602713600924091e+00;1.985648951213542235e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.042246895436637644e+01;-5.331841221418313737e+00;5.795174905889639128e+00;-6.725950604490329443e-01;-9.297185342475605685e-02;5.350552752398616718e+00;1.123719580997535744e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.066402439275941205e+01;-5.144378634445070375e+00;5.642837096063743729e+00;-6.908680833597532489e-01;-6.241379801281556061e-02;5.355623481108819917e+00;5.331327699355966655e-03;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.090573390646467722e+01;-4.959116644303069421e+00;5.487590569454416034e+00;-7.032730936889552975e-01;-4.124815206434451903e-02;5.355864088702716685e+00;1.207674586330316907e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.114731062659498306e+01;-4.775512157812892511e+00;5.330591511337512856e+00;-7.108034808701715335e-01;-1.859590092567029243e-02;5.361308548271164653e+00;3.760541387792459833e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.138869972642354256e+01;-4.592756586772885896e+00;5.172892117648496324e+00;-7.115117956019609835e-01;1.647151671387183172e-02;5.378213466371422946e+00;7.097503861747955778e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.163030470432879682e+01;-4.409211161754523545e+00;5.015780557591869915e+00;-7.028354865579770072e-01;5.629636423524354838e-02;5.410003562161390001e+00;1.222587537513518008e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.187244577136631207e+01;-4.223131509406639061e+00;4.860839732345078268e+00;-6.835848163379343312e-01;1.105564179582407963e-01;5.464450186831197875e+00;1.785609894983004153e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.211524742280895239e+01;-4.032446835502510929e+00;4.710533388229635854e+00;-6.487980456501112325e-01;1.763231649834187398e-01;5.543222339671023846e+00;2.291333860985960591e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.235877239212188528e+01;-3.834907745917455202e+00;4.568115977900800040e+00;-5.981396476359885916e-01;2.271399512721121727e-01;5.642987499843719945e+00;2.848078383554895954e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.260287983479405050e+01;-3.629296857025645195e+00;4.436538601665126258e+00;-5.396183497974395005e-01;2.495096203875833696e-01;5.764874862897840124e+00;3.474671814708634177e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.284724477246881591e+01;-3.415828299945775193e+00;4.317604174760928615e+00;-4.761755469820864728e-01;2.620082013600408821e-01;5.910326396042308694e+00;4.261461180167006368e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.309176761679314005e+01;-3.195041577065599103e+00;4.212510671649222438e+00;-4.139869460600585360e-01;2.337989462575491006e-01;6.084078182046868122e+00;5.128946454053381565e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.333654179281530006e+01;-2.968374547392260254e+00;4.120117734113971864e+00;-3.617883648349684567e-01;1.931026565061762790e-01;6.287040210589090350e+00;5.400880257605783719e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.358133904316562202e+01;-2.737572907111392784e+00;4.038531604025950017e+00;-3.193261834717306957e-01;1.546727311617054068e-01;6.493929155960248778e+00;5.394243230749173001e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.382631492488181024e+01;-2.503676572641948983e+00;3.965691454764832535e+00;-2.859994819353509632e-01;1.174056461187371475e-01;6.694328559752598551e+00;5.520087875530211186e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.407201554399630439e+01;-2.267081511271227257e+00;3.899422524124375400e+00;-2.615938017523702364e-01;8.663020025135370616e-02;6.893954807154429432e+00;5.357210952603650433e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.431938661875428842e+01;-2.027507351177999073e+00;3.837805396290109528e+00;-2.425598147883100408e-01;6.867107753418862093e-02;7.083576140989046976e+00;3.487177093099932179e+00;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
1.456958379297862471e+01;-1.784166858248618537e+00;3.779632975928489902e+00;-2.274399806520453482e-01;5.077870241515528016e-02;7.205693211247350405e+00;6.832410745449447598e-01;1.000000000000000000e+00;1.000000000000000000e+00;4.099999999999999756e-01
