# 2026-06-02 05:57:35
# a70be4dafdbcd094eba59b1fb56d933d
# s_m; x_m; y_m; psi_rad; kappa_radpm; vx_mps; ax_mps2; w_tr_right_m; w_tr_left_m; friction
0.000000000000000000e+00;-1.665017071511666114e+00;1.025858056368598348e+01;-1.741514055461980126e+00;-8.939647609605134992e-02;6.079260295871558917e+00;1.743362235302194030e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
4.235791284644325194e-01;-1.729425321094705925e+00;9.839926941396223370e+00;-1.790388423788283223e+00;-1.321069070964850101e-01;6.199541068290020718e+00;3.510475861087381855e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
8.846720247288373251e-01;-1.826037695469265643e+00;9.389069194314943800e+00;-1.816651683412583873e+00;3.143048450432509716e-02;6.455355948476016792e+00;4.498081162347123296e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
1.295195676554181885e+00;-1.906548007448066073e+00;8.986517634420943423e+00;-1.819024057558402907e+00;2.242630065907033968e-02;6.735336504694606319e+00;1.302508805962443894e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
1.739031649846094485e+00;-1.989418050572640873e+00;8.550486755766105063e+00;-1.812205600243419701e+00;-1.077711966358129297e-01;6.820627416792608422e+00;1.808126291540706809e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
2.188472533997402714e+00;-2.094484520591975762e+00;8.113499175594327539e+00;-1.800479150290185570e+00;3.161105261170710917e-02;6.938749895835529813e+00;-6.015482678712966269e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
2.640144065267052476e+00;-2.193807191763943010e+00;7.672883493677835176e+00;-1.783688859847019303e+00;4.252744316721852186e-02;6.535457564036116551e+00;-4.367177221822830191e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
3.090350100430234725e+00;-2.284367391489644739e+00;7.231879724620252858e+00;-1.762397675157259425e+00;5.086126293184212166e-02;6.227354694212724695e+00;-9.674707912328427140e-02;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
3.536010456272081992e+00;-2.364044894978980071e+00;6.793399795539355246e+00;-1.738204973014222610e+00;5.747525803507890635e-02;6.220427140648443931e+00;-1.304341862368017801e-01;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
3.972805023807836733e+00;-2.431214599159998269e+00;6.361800762791387065e+00;-1.711736422690346426e+00;6.340246992609487042e-02;6.211261379476588296e+00;-2.531462913364459943e+00;1.000000000000000000e+00;1.000000000000000000e+00;5.300000000000000266e-01
